Store_id,Product_id,total_days,start_date,end_date,avg_daily_sales,total_sales
S002,P048,1826,2013-01-01,2017-12-31,66.03,120568.0
S010,P031,1826,2013-01-01,2017-12-31,65.95,120423.0
S010,P007,1826,2013-01-01,2017-12-31,65.81,120165.0
S002,P043,1826,2013-01-01,2017-12-31,65.79,120124.0
S010,P006,1826,2013-01-01,2017-12-31,65.61,119808.0
S010,P002,1826,2013-01-01,2017-12-31,65.57,119725.0
S002,P009,1826,2013-01-01,2017-12-31,65.48,119563.0
S005,P013,1826,2013-01-01,2017-12-31,64.4,117587.0
S006,P013,1826,2013-01-01,2017-12-31,64.32,117457.0
S005,P018,1826,2013-01-01,2017-12-31,64.08,117011.0
S006,P018,1826,2013-01-01,2017-12-31,63.73,116363.0
S001,P012,1826,2013-01-01,2017-12-31,63.23,115465.0
S001,P011,1826,2013-01-01,2017-12-31,63.22,115436.0
S008,P009,1826,2013-01-01,2017-12-31,63.19,115391.0
S001,P029,1826,2013-01-01,2017-12-31,63.09,115196.0
S008,P043,1826,2013-01-01,2017-12-31,62.98,115002.0
S001,P033,1826,2013-01-01,2017-12-31,62.76,114592.0
S008,P048,1826,2013-01-01,2017-12-31,62.74,114558.0
S009,P046,1826,2013-01-01,2017-12-31,62.01,113232.0
S009,P007,1826,2013-01-01,2017-12-31,61.81,112869.0
S009,P002,1826,2013-01-01,2017-12-31,61.79,112833.0
S004,P014,1826,2013-01-01,2017-12-31,61.76,112768.0
S004,P002,1826,2013-01-01,2017-12-31,61.72,112692.0
S004,P007,1826,2013-01-01,2017-12-31,61.63,112528.0
S009,P031,1826,2013-01-01,2017-12-31,61.6,112489.0
S009,P014,1826,2013-01-01,2017-12-31,61.46,112223.0
S005,P045,1826,2013-01-01,2017-12-31,61.43,112166.0
S004,P046,1826,2013-01-01,2017-12-31,61.42,112153.0
S009,P006,1826,2013-01-01,2017-12-31,61.41,112139.0
S005,P022,1826,2013-01-01,2017-12-31,61.39,112095.0
S006,P025,1826,2013-01-01,2017-12-31,61.36,112051.0
S005,P038,1826,2013-01-01,2017-12-31,61.35,112022.0
S006,P038,1826,2013-01-01,2017-12-31,61.32,111967.0
S004,P031,1826,2013-01-01,2017-12-31,61.31,111950.0
S004,P006,1826,2013-01-01,2017-12-31,61.27,111880.0
S005,P025,1826,2013-01-01,2017-12-31,61.2,111752.0
S006,P045,1826,2013-01-01,2017-12-31,61.14,111647.0
S007,P015,1826,2013-01-01,2017-12-31,61.14,111640.0
S007,P028,1826,2013-01-01,2017-12-31,61.1,111576.0
S002,P026,1826,2013-01-01,2017-12-31,61.1,111575.0
S006,P022,1826,2013-01-01,2017-12-31,61.03,111442.0
S002,P020,1826,2013-01-01,2017-12-31,60.98,111346.0
S001,P024,1826,2013-01-01,2017-12-31,60.0,109560.0
S001,P035,1826,2013-01-01,2017-12-31,59.5,108638.0
S001,P050,1826,2013-01-01,2017-12-31,59.34,108360.0
S006,P036,1826,2013-01-01,2017-12-31,58.86,107482.0
S007,P018,1826,2013-01-01,2017-12-31,58.75,107270.0
S003,P048,1826,2013-01-01,2017-12-31,58.7,107188.0
S008,P026,1826,2013-01-01,2017-12-31,58.62,107044.0
S005,P036,1826,2013-01-01,2017-12-31,58.57,106941.0
S005,P008,1826,2013-01-01,2017-12-31,58.57,106941.0
S007,P013,1826,2013-01-01,2017-12-31,58.55,106908.0
S003,P009,1826,2013-01-01,2017-12-31,58.49,106797.0
S006,P008,1826,2013-01-01,2017-12-31,58.39,106612.0
S003,P043,1826,2013-01-01,2017-12-31,58.2,106269.0
S008,P020,1826,2013-01-01,2017-12-31,58.05,105992.0
S010,P043,1826,2013-01-01,2017-12-31,57.94,105803.0
S010,P009,1826,2013-01-01,2017-12-31,57.89,105701.0
S010,P048,1826,2013-01-01,2017-12-31,57.81,105570.0
S002,P032,1826,2013-01-01,2017-12-31,56.76,103635.0
S007,P025,1826,2013-01-01,2017-12-31,56.4,102984.0
S002,P039,1826,2013-01-01,2017-12-31,56.16,102556.0
S007,P022,1826,2013-01-01,2017-12-31,56.02,102299.0
S007,P045,1826,2013-01-01,2017-12-31,55.91,102084.0
S007,P038,1826,2013-01-01,2017-12-31,55.82,101927.0
S006,P010,1826,2013-01-01,2017-12-31,55.57,101462.0
S005,P010,1826,2013-01-01,2017-12-31,55.51,101361.0
S003,P020,1826,2013-01-01,2017-12-31,54.24,99049.0
S003,P026,1826,2013-01-01,2017-12-31,54.19,98960.0
S009,P043,1826,2013-01-01,2017-12-31,54.15,98883.0
S009,P009,1826,2013-01-01,2017-12-31,54.11,98797.0
S004,P009,1826,2013-01-01,2017-12-31,54.04,98684.0
S004,P043,1826,2013-01-01,2017-12-31,54.02,98638.0
S008,P032,1826,2013-01-01,2017-12-31,54.0,98613.0
S009,P048,1826,2013-01-01,2017-12-31,53.98,98562.0
S004,P048,1826,2013-01-01,2017-12-31,53.77,98176.0
S008,P039,1826,2013-01-01,2017-12-31,53.75,98140.0
S007,P008,1826,2013-01-01,2017-12-31,53.72,98100.0
S010,P026,1826,2013-01-01,2017-12-31,53.72,98088.0
S007,P036,1826,2013-01-01,2017-12-31,53.56,97792.0
S006,P029,1826,2013-01-01,2017-12-31,53.25,97238.0
S010,P020,1826,2013-01-01,2017-12-31,53.24,97216.0
S005,P033,1826,2013-01-01,2017-12-31,53.16,97065.0
S001,P002,1826,2013-01-01,2017-12-31,53.15,97050.0
S001,P014,1826,2013-01-01,2017-12-31,53.15,97050.0
S001,P006,1826,2013-01-01,2017-12-31,53.06,96889.0
S005,P012,1826,2013-01-01,2017-12-31,53.05,96868.0
S006,P011,1826,2013-01-01,2017-12-31,53.03,96836.0
S001,P031,1826,2013-01-01,2017-12-31,53.01,96793.0
S005,P011,1826,2013-01-01,2017-12-31,52.98,96742.0
S006,P012,1826,2013-01-01,2017-12-31,52.87,96545.0
S001,P046,1826,2013-01-01,2017-12-31,52.85,96495.0
S001,P007,1826,2013-01-01,2017-12-31,52.78,96383.0
S005,P029,1826,2013-01-01,2017-12-31,52.78,96368.0
S006,P033,1826,2013-01-01,2017-12-31,52.67,96180.0
S002,P030,1826,2013-01-01,2017-12-31,51.83,94633.0
S002,P019,1826,2013-01-01,2017-12-31,51.82,94623.0
S002,P021,1826,2013-01-01,2017-12-31,51.76,94507.0
S007,P010,1826,2013-01-01,2017-12-31,51.16,93412.0
S006,P050,1826,2013-01-01,2017-12-31,50.52,92243.0
S006,P024,1826,2013-01-01,2017-12-31,50.51,92228.0
S005,P050,1826,2013-01-01,2017-12-31,50.32,91883.0
S005,P035,1826,2013-01-01,2017-12-31,50.18,91634.0
S003,P039,1826,2013-01-01,2017-12-31,50.17,91616.0
S005,P024,1826,2013-01-01,2017-12-31,50.15,91568.0
S009,P026,1826,2013-01-01,2017-12-31,50.13,91543.0
S003,P032,1826,2013-01-01,2017-12-31,50.04,91372.0
S004,P020,1826,2013-01-01,2017-12-31,50.02,91341.0
S006,P035,1826,2013-01-01,2017-12-31,49.97,91248.0
S009,P020,1826,2013-01-01,2017-12-31,49.94,91196.0
S004,P026,1826,2013-01-01,2017-12-31,49.9,91121.0
S008,P021,1826,2013-01-01,2017-12-31,49.65,90667.0
S008,P019,1826,2013-01-01,2017-12-31,49.45,90290.0
S010,P039,1826,2013-01-01,2017-12-31,49.4,90206.0
S010,P032,1826,2013-01-01,2017-12-31,49.34,90101.0
S008,P030,1826,2013-01-01,2017-12-31,49.22,89876.0
S007,P012,1826,2013-01-01,2017-12-31,48.55,88650.0
S007,P029,1826,2013-01-01,2017-12-31,48.52,88594.0
S007,P011,1826,2013-01-01,2017-12-31,48.39,88366.0
S007,P033,1826,2013-01-01,2017-12-31,48.34,88260.0
S002,P042,1826,2013-01-01,2017-12-31,47.37,86494.0
S002,P003,1826,2013-01-01,2017-12-31,46.99,85808.0
S001,P048,1826,2013-01-01,2017-12-31,46.55,84993.0
S001,P009,1826,2013-01-01,2017-12-31,46.5,84918.0
S009,P032,1826,2013-01-01,2017-12-31,46.4,84735.0
S009,P039,1826,2013-01-01,2017-12-31,46.27,84497.0
S001,P043,1826,2013-01-01,2017-12-31,46.24,84439.0
S004,P039,1826,2013-01-01,2017-12-31,46.17,84303.0
S004,P032,1826,2013-01-01,2017-12-31,46.06,84111.0
S007,P035,1826,2013-01-01,2017-12-31,46.05,84085.0
S003,P021,1826,2013-01-01,2017-12-31,45.96,83915.0
S003,P030,1826,2013-01-01,2017-12-31,45.95,83902.0
S003,P019,1826,2013-01-01,2017-12-31,45.85,83730.0
S007,P050,1826,2013-01-01,2017-12-31,45.82,83674.0
S007,P024,1826,2013-01-01,2017-12-31,45.74,83530.0
S010,P030,1826,2013-01-01,2017-12-31,45.54,83150.0
S010,P019,1826,2013-01-01,2017-12-31,45.36,82836.0
S010,P021,1826,2013-01-01,2017-12-31,45.23,82595.0
S008,P042,1826,2013-01-01,2017-12-31,45.14,82433.0
S008,P003,1826,2013-01-01,2017-12-31,45.08,82309.0
S005,P014,1826,2013-01-01,2017-12-31,44.91,82010.0
S005,P046,1826,2013-01-01,2017-12-31,44.73,81686.0
S005,P031,1826,2013-01-01,2017-12-31,44.7,81619.0
S006,P031,1826,2013-01-01,2017-12-31,44.63,81496.0
S006,P014,1826,2013-01-01,2017-12-31,44.62,81468.0
S006,P007,1826,2013-01-01,2017-12-31,44.6,81438.0
S005,P006,1826,2013-01-01,2017-12-31,44.56,81375.0
S006,P046,1826,2013-01-01,2017-12-31,44.54,81330.0
S005,P007,1826,2013-01-01,2017-12-31,44.54,81322.0
S006,P002,1826,2013-01-01,2017-12-31,44.53,81319.0
S006,P006,1826,2013-01-01,2017-12-31,44.5,81264.0
S005,P002,1826,2013-01-01,2017-12-31,44.49,81236.0
S001,P026,1826,2013-01-01,2017-12-31,43.24,78949.0
S001,P020,1826,2013-01-01,2017-12-31,42.89,78318.0
S009,P019,1826,2013-01-01,2017-12-31,42.59,77765.0
S009,P021,1826,2013-01-01,2017-12-31,42.58,77742.0
S002,P017,1826,2013-01-01,2017-12-31,42.57,77730.0
S009,P030,1826,2013-01-01,2017-12-31,42.55,77693.0
S004,P030,1826,2013-01-01,2017-12-31,42.49,77584.0
S004,P019,1826,2013-01-01,2017-12-31,42.44,77488.0
S004,P021,1826,2013-01-01,2017-12-31,42.29,77230.0
S003,P042,1826,2013-01-01,2017-12-31,41.8,76322.0
S003,P003,1826,2013-01-01,2017-12-31,41.77,76274.0
S010,P042,1826,2013-01-01,2017-12-31,41.22,75273.0
S010,P003,1826,2013-01-01,2017-12-31,41.11,75073.0
S007,P014,1826,2013-01-01,2017-12-31,41.02,74907.0
S007,P031,1826,2013-01-01,2017-12-31,41.02,74894.0
S007,P046,1826,2013-01-01,2017-12-31,40.83,74553.0
S007,P002,1826,2013-01-01,2017-12-31,40.72,74351.0
S007,P007,1826,2013-01-01,2017-12-31,40.71,74336.0
S007,P006,1826,2013-01-01,2017-12-31,40.7,74325.0
S008,P017,1826,2013-01-01,2017-12-31,40.29,73571.0
S001,P032,1826,2013-01-01,2017-12-31,39.84,72744.0
S001,P039,1826,2013-01-01,2017-12-31,39.69,72483.0
S006,P009,1826,2013-01-01,2017-12-31,39.46,72054.0
S005,P048,1826,2013-01-01,2017-12-31,39.28,71728.0
S005,P043,1826,2013-01-01,2017-12-31,39.16,71512.0
S006,P048,1826,2013-01-01,2017-12-31,39.05,71310.0
S006,P043,1826,2013-01-01,2017-12-31,39.03,71277.0
S005,P009,1826,2013-01-01,2017-12-31,38.84,70917.0
S009,P042,1826,2013-01-01,2017-12-31,38.64,70563.0
S004,P003,1826,2013-01-01,2017-12-31,38.55,70389.0
S004,P042,1826,2013-01-01,2017-12-31,38.54,70374.0
S009,P003,1826,2013-01-01,2017-12-31,38.54,70365.0
S002,P044,1826,2013-01-01,2017-12-31,37.79,68997.0
S003,P017,1826,2013-01-01,2017-12-31,37.75,68937.0
S002,P049,1826,2013-01-01,2017-12-31,37.71,68862.0
S002,P040,1826,2013-01-01,2017-12-31,37.57,68604.0
S002,P023,1826,2013-01-01,2017-12-31,37.57,68601.0
S002,P037,1826,2013-01-01,2017-12-31,37.36,68218.0
S010,P017,1826,2013-01-01,2017-12-31,37.11,67768.0
S001,P019,1826,2013-01-01,2017-12-31,36.68,66972.0
S005,P026,1826,2013-01-01,2017-12-31,36.36,66386.0
S005,P020,1826,2013-01-01,2017-12-31,36.35,66371.0
S001,P030,1826,2013-01-01,2017-12-31,36.32,66317.0
S006,P020,1826,2013-01-01,2017-12-31,36.2,66095.0
S008,P044,1826,2013-01-01,2017-12-31,36.19,66091.0
S001,P021,1826,2013-01-01,2017-12-31,36.18,66058.0
S006,P026,1826,2013-01-01,2017-12-31,36.16,66024.0
S008,P049,1826,2013-01-01,2017-12-31,36.04,65800.0
S008,P037,1826,2013-01-01,2017-12-31,36.03,65786.0
S008,P040,1826,2013-01-01,2017-12-31,36.0,65728.0
S008,P023,1826,2013-01-01,2017-12-31,35.99,65721.0
S007,P009,1826,2013-01-01,2017-12-31,35.9,65557.0
S007,P048,1826,2013-01-01,2017-12-31,35.62,65050.0
S007,P043,1826,2013-01-01,2017-12-31,35.43,64688.0
S009,P017,1826,2013-01-01,2017-12-31,34.75,63451.0
S004,P017,1826,2013-01-01,2017-12-31,34.55,63092.0
S003,P040,1826,2013-01-01,2017-12-31,33.57,61297.0
S006,P032,1826,2013-01-01,2017-12-31,33.44,61067.0
S003,P037,1826,2013-01-01,2017-12-31,33.44,61063.0
S003,P023,1826,2013-01-01,2017-12-31,33.39,60970.0
S003,P044,1826,2013-01-01,2017-12-31,33.39,60963.0
S006,P039,1826,2013-01-01,2017-12-31,33.37,60933.0
S003,P049,1826,2013-01-01,2017-12-31,33.26,60732.0
S005,P032,1826,2013-01-01,2017-12-31,33.26,60728.0
S007,P020,1826,2013-01-01,2017-12-31,33.25,60717.0
S005,P039,1826,2013-01-01,2017-12-31,33.23,60682.0
S001,P003,1826,2013-01-01,2017-12-31,33.21,60638.0
S001,P042,1826,2013-01-01,2017-12-31,33.11,60451.0
S010,P023,1826,2013-01-01,2017-12-31,33.1,60441.0
S002,P034,1826,2013-01-01,2017-12-31,33.09,60425.0
S010,P049,1826,2013-01-01,2017-12-31,33.03,60317.0
S007,P026,1826,2013-01-01,2017-12-31,33.02,60291.0
S010,P040,1826,2013-01-01,2017-12-31,32.98,60218.0
S002,P016,1826,2013-01-01,2017-12-31,32.95,60167.0
S010,P044,1826,2013-01-01,2017-12-31,32.92,60106.0
S010,P037,1826,2013-01-01,2017-12-31,32.78,59849.0
S008,P034,1826,2013-01-01,2017-12-31,31.73,57940.0
S008,P016,1826,2013-01-01,2017-12-31,31.51,57537.0
S009,P049,1826,2013-01-01,2017-12-31,31.05,56702.0
S009,P044,1826,2013-01-01,2017-12-31,30.97,56548.0
S004,P044,1826,2013-01-01,2017-12-31,30.95,56519.0
S009,P023,1826,2013-01-01,2017-12-31,30.88,56390.0
S009,P037,1826,2013-01-01,2017-12-31,30.85,56329.0
S004,P049,1826,2013-01-01,2017-12-31,30.84,56315.0
S006,P021,1826,2013-01-01,2017-12-31,30.82,56285.0
S005,P030,1826,2013-01-01,2017-12-31,30.74,56129.0
S004,P023,1826,2013-01-01,2017-12-31,30.74,56126.0
S004,P037,1826,2013-01-01,2017-12-31,30.74,56125.0
S005,P019,1826,2013-01-01,2017-12-31,30.7,56067.0
S009,P040,1826,2013-01-01,2017-12-31,30.7,56053.0
S007,P032,1826,2013-01-01,2017-12-31,30.67,56001.0
S006,P030,1826,2013-01-01,2017-12-31,30.67,55996.0
S007,P039,1826,2013-01-01,2017-12-31,30.61,55895.0
S004,P040,1826,2013-01-01,2017-12-31,30.56,55794.0
S005,P021,1826,2013-01-01,2017-12-31,30.49,55678.0
S006,P019,1826,2013-01-01,2017-12-31,30.48,55664.0
S001,P017,1826,2013-01-01,2017-12-31,29.97,54729.0
S003,P016,1826,2013-01-01,2017-12-31,29.14,53215.0
S003,P034,1826,2013-01-01,2017-12-31,29.09,53122.0
S010,P034,1826,2013-01-01,2017-12-31,28.81,52600.0
S010,P016,1826,2013-01-01,2017-12-31,28.69,52388.0
S002,P027,1826,2013-01-01,2017-12-31,28.34,51747.0
S002,P004,1826,2013-01-01,2017-12-31,28.23,51557.0
S007,P021,1826,2013-01-01,2017-12-31,28.21,51513.0
S002,P047,1826,2013-01-01,2017-12-31,28.19,51471.0
S007,P019,1826,2013-01-01,2017-12-31,28.18,51457.0
S002,P001,1826,2013-01-01,2017-12-31,28.17,51445.0
S007,P030,1826,2013-01-01,2017-12-31,28.08,51274.0
S002,P041,1826,2013-01-01,2017-12-31,28.07,51255.0
S006,P042,1826,2013-01-01,2017-12-31,27.89,50933.0
S005,P003,1826,2013-01-01,2017-12-31,27.84,50828.0
S006,P003,1826,2013-01-01,2017-12-31,27.81,50783.0
S005,P042,1826,2013-01-01,2017-12-31,27.73,50636.0
S004,P016,1826,2013-01-01,2017-12-31,27.18,49625.0
S008,P047,1826,2013-01-01,2017-12-31,27.15,49576.0
S009,P034,1826,2013-01-01,2017-12-31,27.07,49437.0
S008,P027,1826,2013-01-01,2017-12-31,27.04,49383.0
S008,P041,1826,2013-01-01,2017-12-31,27.04,49368.0
S004,P034,1826,2013-01-01,2017-12-31,27.0,49304.0
S009,P016,1826,2013-01-01,2017-12-31,27.0,49298.0
S008,P001,1826,2013-01-01,2017-12-31,26.98,49272.0
S008,P004,1826,2013-01-01,2017-12-31,26.95,49208.0
S001,P044,1826,2013-01-01,2017-12-31,26.59,48561.0
S001,P023,1826,2013-01-01,2017-12-31,26.47,48334.0
S001,P049,1826,2013-01-01,2017-12-31,26.46,48319.0
S001,P040,1826,2013-01-01,2017-12-31,26.44,48286.0
S001,P037,1826,2013-01-01,2017-12-31,26.42,48251.0
S007,P003,1826,2013-01-01,2017-12-31,25.53,46620.0
S007,P042,1826,2013-01-01,2017-12-31,25.44,46446.0
S003,P047,1826,2013-01-01,2017-12-31,25.12,45870.0
S003,P004,1826,2013-01-01,2017-12-31,25.12,45862.0
S003,P027,1826,2013-01-01,2017-12-31,25.09,45816.0
S003,P001,1826,2013-01-01,2017-12-31,25.07,45778.0
S005,P017,1826,2013-01-01,2017-12-31,25.07,45773.0
S006,P017,1826,2013-01-01,2017-12-31,25.06,45757.0
S003,P041,1826,2013-01-01,2017-12-31,24.99,45630.0
S010,P047,1826,2013-01-01,2017-12-31,24.76,45204.0
S010,P001,1826,2013-01-01,2017-12-31,24.74,45168.0
S010,P004,1826,2013-01-01,2017-12-31,24.72,45141.0
S010,P027,1826,2013-01-01,2017-12-31,24.7,45105.0
